Title,URL
"GONZOsint/gvision: GVision is a reverse image search app that use Google Cloud Vision API to detect landmarks and web entities from images, helping you gather valuable information quickly and easily.","https://github.com/GONZOsint/gvision"
"GTFOArgs/GTFOArgs.github.io: GTFOArgs is a curated list of programs and their associated arguments that can be exploited to gain privileged access or execute arbitrary commands, using argument injection.","https://github.com/GTFOArgs/GTFOArgs.github.io"
"GuidoBartoli/sherloq: An open-source digital image forensic toolset","https://github.com/GuidoBartoli/sherloq"
"h33tlit/secret-regex-list: List of regex for scraping secret API keys and juicy information.","https://github.com/h33tlit/secret-regex-list"
"hasanfirnas/symbiote: Your target's phone's front and back cameras📸 can be accessed by sending a link🔗.","https://github.com/hasanfirnas/symbiote"
"haticeerturk/scoper: This is a Burp Suite extension that allows users to easily add web addresses to the Burp Suite scope.","https://github.com/haticeerturk/scoper"
"HITH-Hackerinthehouse/PassMute: PassMute - A multi featured Password Transmutation/Mutator Tool","https://github.com/HITH-Hackerinthehouse/PassMute"
"HunxByts/GhostTrack: Useful tool to track location or mobile number","https://github.com/HunxByts/GhostTrack"
"IAMinZoho/OFFSEC-PowerShell: My Favorite Offensive Security Scripts","https://github.com/IAMinZoho/OFFSEC-PowerShell"
"iamj0ker/bypass-403: A simple script just made for self use for bypassing 403","https://github.com/iamj0ker/bypass-403"
"icyguider/Shhhloader: Syscall Shellcode Loader (Work in Progress)","https://github.com/icyguider/Shhhloader"
"Ignitetch/AdvPhishing: This is Advance Phishing Tool ! OTP PHISHING","https://github.com/Ignitetch/AdvPhishing"
"ihebski/DefaultCreds-cheat-sheet: One place for all the default credentials to assist the Blue/Red teamers activities on finding devices with default password 🛡️","https://github.com/ihebski/DefaultCreds-cheat-sheet"
"imthenachoman/How-To-Secure-A-Linux-Server: An evolving how-to guide for securing a Linux server.","https://github.com/imthenachoman/How-To-Secure-A-Linux-Server"
"infosecB/LOOBins: Living Off the Orchard: macOS Binaries (LOOBins) is designed to provide detailed information on various built-in ""living off the land"" macOS binaries and how they can be used by threat actors for malicious purposes.","https://github.com/infosecB/LOOBins"
"itaymigdal/RegStrike: RegStrike is a .reg payload generator","https://github.com/itaymigdal/RegStrike"
"jasperan/whatsapp-osint: WhatsApp spy - logs online/offline events from ANYONE in the world","https://github.com/jasperan/whatsapp-osint"
"jayateertha043/WebDirScan: WebDirScan is a tool for brute-forcing URIs (directories and files) on web servers by taking input directory to scan for files & directories recursively. It's written in Go and it's capable of multithreaded scanning.","https://github.com/jayateertha043/WebDirScan"
"jiep/offensive-ai-compilation: A curated list of useful resources that cover Offensive AI.","https://github.com/jiep/offensive-ai-compilation"
"jm33-m0/emp3r0r: Linux/Windows post-exploitation framework made by linux user","https://github.com/jm33-m0/emp3r0r"
"joeavanzato/Trawler: PowerShell script to help Incident Responders discover adversary persistence mechanisms.","https://github.com/joeavanzato/Trawler"
"joelsernamoreno/EvilCrow-Keylogger: WiFi keylogger with Micro SD slot, based on the Atmega32U4 microcontroller and the ESP32-PICO module","https://github.com/joelsernamoreno/EvilCrow-Keylogger"
"jungawagat/powermayhem: Powershell Payload Generator In Bash !","https://github.com/jungawagat/powermayhem"
"jzck/horqrux: QR code splitting","https://github.com/jzck/horqrux"
"kacakb/jsfinder: Fetches JavaScript files quickly and comprehensively.","https://github.com/kacakb/jsfinder"
"karthik558/ddos-attack: This script is designed for educational purposes only and allows users to simulate a DDoS attack. Please note that hacking is illegal and this script should not be used for any malicious activities. It is intended to help users better understand how DDoS attacks work and how to protect their systems from such attacks.","https://github.com/karthik558/DDoS-ATTACK"
"kkrypt0nn/wordlists: 📜 A collection of wordlists for many different usages.","https://github.com/kkrypt0nn/wordlists"
"l4rm4nd/LinkedInDumper: Python 3 script to dump company employees from LinkedIn API","https://github.com/l4rm4nd/LinkedInDumper"
"LaresLLC/ScrapingKit: Scraping Kit is made up of several tools for scraping services for keywords, useful for initial enumeration of Domain Controllers or if you have popped a user's desktop and their outlook client.","https://github.com/LaresLLC/ScrapingKit"
"leebaird/discover: Custom bash scripts used to automate various penetration testing tasks including recon, scanning, enumeration, and malicious payload creation using Metasploit. For use with Kali Linux.","https://github.com/leebaird/discover"
"lutfumertceylan/top25-parameter: For basic researches, top 25 vulnerability parameters that can be used in automation tools or manual recon. 🛡️⚔️🧙","https://github.com/lutfumertceylan/top25-parameter"
"Macmod/malkom: Malkom is an extensible and simple similarity graph generator for malware analysis aimed at helping analysts visualize and cluster sets of PE and ELF malware samples.","https://github.com/Macmod/malkom"
"magisterquis/chromecookiestealer: Steal/Inject Chrome cookies over the DevTools (--remote-debugging-port) protocol.","https://github.com/magisterquis/chromecookiestealer"
"mitchellkrogza/Phishing.Database: Phishing Domains, urls websites and threats database. We use the PyFunceble testing tool to validate the status of all known Phishing domains and provide stats to reveal how many unique domains used for Phishing are still active.","https://github.com/mitchellkrogza/Phishing.Database"
"MitchHS/Discord-DLL-Hijacking: This is a simple example of DLL hijacking enabling proxy execution.","https://github.com/MitchHS/Discord-DLL-Hijacking"
"Mr-Un1k0d3r/PowerLessShell: Run PowerShell command without invoking powershell.exe","https://github.com/Mr-Un1k0d3r/PowerLessShell"
"naksyn/PythonMemoryModule: pure-python implementation of MemoryModule technique to load dll and unmanaged exe entirely from memory","https://github.com/naksyn/PythonMemoryModule"
"netbiosX/Checklists: Red Teaming & Pentesting checklists for various engagements","https://github.com/netbiosX/Checklists"
"ninoseki/mihari: A tool for OSINT based threat hunting","https://github.com/ninoseki/mihari"
"ninoseki/mitaka: A browser extension for OSINT search","https://github.com/ninoseki/mitaka"
"NoorQureshi/kali-linux-cheatsheet: Kali Linux Cheat Sheet for Penetration Testers","https://github.com/NoorQureshi/kali-linux-cheatsheet"
"nullt3r/udpx: Fast and lightweight, UDPX is a single-packet UDP scanner written in Go that supports the discovery of over 45 services with the ability to add custom ones. It is easy to use and portable, and can be run on Linux, Mac OS, and Windows. Unlike internet-wide scanners like zgrab2 and zmap, UDPX is designed for portability and ease of use.","https://github.com/nullt3r/udpx"
"Octoberfest7/DropSpawn_BOF: CobaltStrike BOF to spawn Beacons using DLL Application Directory Hijacking","https://github.com/Octoberfest7/DropSpawn_BOF"
"oppsec/Pinkerton: 🕵️ Pinkerton is an JavaScript file crawler and secret finder developed in Python","https://github.com/oppsec/Pinkerton"
"optiv/Freeze.rs: Freeze.rs is a payload toolkit for bypassing EDRs using suspended processes, direct syscalls written in RUST","https://github.com/optiv/Freeze.rs"
"OWASP/wrongsecrets: Vulnerable app with examples showing how to not use secrets","https://github.com/OWASP/wrongsecrets"
"PhoenixC2/PhoenixC2: Command & Control-Framework created for collaboration in python3","https://github.com/PhoenixC2/PhoenixC2"
"projectdiscovery/uncover: Quickly discover exposed hosts on the internet using multiple search engines.","https://github.com/projectdiscovery/uncover"
"r0oth3x49/Tor: Tor is a python based module for using tor proxy/network services on windows, osx, linux with just one click.","https://github.com/r0oth3x49/Tor"
"randorisec/MobileHackingCheatSheet: Basics on commands/tools/info on how to assess the security of mobile applications","https://github.com/randorisec/MobileHackingCheatSheet"
"reddelexc/hackerone-reports: Top disclosed reports from HackerOne","https://github.com/reddelexc/hackerone-reports"
"RipFran/rpcenum: Herramienta en Bash ideal para extraer la información más relevante de un dominio vía rpcclient.","https://github.com/RipFran/rpcenum"
"RischardV/emoji-shellcoding: 🤩 Emoji shellcoding tools for RISC-V (32-bit and 64-bit)","https://github.com/RischardV/emoji-shellcoding"
"roys/cewler: CeWLeR - Custom Word List generator Redefined. CeWL alternative in Python, based on the Scrapy framework.","https://github.com/roys/cewler"
"S3cur3Th1sSh1t/WinPwn: Automation for internal Windows Penetrationtest / AD-Security","https://github.com/S3cur3Th1sSh1t/WinPwn"
"s7ephen/seacrane: Still point in moving world.","https://github.com/s7ephen/seacrane"
"shadawck/awesome-anti-forensic: Tools and packages that are used for countering forensic activities, including encryption, steganography, and anything that modify attributes. This all includes tools to work with anything in general that makes changes to a system for the purposes of hiding information.","https://github.com/shadawck/awesome-anti-forensic"
"SharadKumar97/OSINT-SPY: Performs OSINT scan on email/domain/ip_address/organization using OSINT-SPY. It can be used by Data Miners, Infosec Researchers, Penetration Testers and cyber crime investigator in order to find deep information about their target. If you want to ask something please feel free to reach out to me at robotcoder@protonmail.com","https://github.com/SharadKumar97/OSINT-SPY"
"six2dez/reconftw: reconFTW is a tool designed to perform automated recon on a target domain by running the best set of tools to perform scanning and finding out vulnerabilities","https://github.com/six2dez/reconftw"
"spyboy-productions/r4ven: Track ip and gps location of user's smartphone & pc.","https://github.com/spyboy-productions/r4ven"
"streaak/keyhacks: Keyhacks is a repository which shows quick ways in which API keys leaked by a bug bounty program can be checked to see if they're valid.","https://github.com/streaak/keyhacks"
"superhedgy/AttackSurfaceMapper: AttackSurfaceMapper is a tool that aims to automate the reconnaissance process.","https://github.com/superhedgy/AttackSurfaceMapper"
"Syslifters/OffSec-Reporting: Offensive Security OSCP, OSWP, OSEP, OSWA, OSWE, OSED, OSMR, OSEE, OSDA Exam and Lab Reporting / Note-Taking Tool","https://github.com/Syslifters/OffSec-Reporting"
"SysSec-KAIST/LTESniffer: An Open-source LTE Downlink/Uplink Eavesdropper","https://github.com/SysSec-KAIST/LTESniffer"
"t3l3machus/PowerShell-Obfuscation-Bible: A collection of techniques, examples and a little bit of theory for manually obfuscating PowerShell scripts to achieve AV evasion, compiled for educational purposes. The contents of this repository are the result of personal research, including reading materials online and conducting trial-and-error attempts in labs and pentests.","https://github.com/t3l3machus/PowerShell-Obfuscation-Bible"
"t3l3machus/psudohash: Generates millions of keyword-based password mutations in seconds.","https://github.com/t3l3machus/psudohash"
"TarunYenni/FCracker: FCracker is a command line tool designed to brute force encrypted files like zip, 7z, rar, pdf etc.","https://github.com/TarunYenni/FCracker"
"TheNewAttacker64/Theattacker-Crypter: Tool to evade Antivirus With Different Techniques","https://github.com/TheNewAttacker64/Theattacker-Crypter"
"ThePorgs/Exegol: Fully featured and community-driven hacking environment","https://github.com/ThePorgs/Exegol"
"thewhiteh4t/seeker: Accurately Locate Smartphones using Social Engineering","https://github.com/thewhiteh4t/seeker"
"THUYimingLi/BackdoorBox: The open-sourced Python toolbox for backdoor attacks and defenses.","https://github.com/THUYimingLi/BackdoorBox"
"trustedsec/hardcidr: hardCIDR is a Linux Bash script, but also functions under macOS. Your mileage may vary on other distros. The script with no specified options will query ARIN and a pool of BGP route servers. The route server is selected at random at runtime.","https://github.com/trustedsec/hardcidr"
"victoni/Bug-Bounty-Scripts: The scripts I write to help me on my bug bounty hunting","https://github.com/victoni/Bug-Bounty-Scripts"
"VoldeSec/PatchlessCLRLoader: .NET assembly loader with patchless AMSI and ETW bypass","https://github.com/VoldeSec/PatchlessCLRLoader"
"WesleyWong420/RedTeamOps-Havoc-101: Materials for the workshop ""Red Team Ops: Havoc 101""","https://github.com/WesleyWong420/RedTeamOps-Havoc-101"
"whalebone7/FfufMaster: Run ffuf with the appropriate options to brute-force the directories using the awesome different wordlists.","https://github.com/whalebone7/FfufMaster"
"win3zz/CVE-2023-25157: CVE-2023-25157 - GeoServer SQL Injection - PoC","https://github.com/win3zz/CVE-2023-25157"
"WKL-Sec/GregsBestFriend: GregsBestFriend process injection code created from the White Knight Labs Offensive Development course","https://github.com/WKL-Sec/GregsBestFriend"
"x0reaxeax/PageSplit: Splitting and executing shellcode across multiple pages","https://github.com/x0reaxeax/PageSplit"
"x0rz/phishing_catcher: Phishing catcher using Certstream","https://github.com/x0rz/phishing_catcher"
"XiaoliChan/wmiexec-Pro: New generation of wmiexec.py","https://github.com/XiaoliChan/wmiexec-Pro"
"xtekky/gpt4free: decentralising the Ai Industry, just some language model api's...","https://github.com/xtekky/gpt4free"
"Yamato-Security/hayabusa: Hayabusa (隼) is a sigma-based threat hunting and fast forensics timeline generator for Windows event logs.","https://github.com/Yamato-Security/hayabusa"
"yasserbdj96/hiphp: The BackDoor of HIPHP gives you the power to control websites based on PHP using HTTP/HTTPS protocol. By sending files, tokens and commands through port 80's POST/GET method, users can access a range of activities such as downloading and editing files. It also allows for connecting to Tor networks with password protection for extra security.","https://github.com/yasserbdj96/hiphp"
"Zarcolio/sitedorks: Search Google/Bing/Ecosia/DuckDuckGo/Yandex/Yahoo for a search term (dork) with a default set of websites, bug bounty programs or custom collection.","https://github.com/Zarcolio/sitedorks"
"ZeroMemoryEx/Blackout: kill anti-malware protected processes (BYOVD)","https://github.com/ZeroMemoryEx/Blackout"
